Cards,JacksMask,TrumpCount,Aces,Tens,AttachedTens,TenKingSmall,SkatFulls,SkatCards,SkatPoints,WinProb,PlayedCards,DiscardedCards,PostJacksMask,PostTrumpCount,PostAces,PostTens,PostAttachedTens,PostTenKingSmall,PostSkatFulls
[HJ SA SK S9 HT HQ H9 H8 DQ D7],H,1,1,1,0,0,0,[SJ DA],13,0.0000,[SA SK S9 HT HQ H9 H8 DA DQ D7],[SJ HJ],-,0,2,1,0,0,0
[CK C7 SK SQ S9 HK H9 H7 DT D7],-,2,0,1,0,0,0,[C9 S7],0,0.0000,[C7 SK SQ S9 S7 HK H9 H7 DT D7],[CK C9],-,1,0,1,0,0,0
[CT C9 C8 C7 S7 HT H9 DK D9 D7],-,4,0,1,0,0,0,[DJ ST],12,0.0000,[C9 C8 C7 ST S7 HT H9 DK D9 D7],[DJ CT],-,3,0,2,0,0,1
[CJ SJ HJ C8 ST SK HQ H8 H7 DK],CSH,4,0,1,0,0,0,[CT C9],10,0.3250,[CJ SJ HJ CT C9 C8 ST SK HQ H7],[H8 DK],CSH,6,0,1,0,0,0
[CJ HJ CT CQ SA ST SQ HA DA D9],CH,4,3,1,1,0,0,[CA H8],11,0.9250,[CJ HJ CA CT SA ST HA H8 DA D9],[CQ SQ],CH,4,3,1,1,0,0
[CJ CT C9 SK S7 HK HQ H9 D9 D7],C,3,0,0,0,0,0,[ST DQ],13,0.0000,[C9 ST SK S7 HK HQ H9 DQ D9 D7],[CJ CT],-,1,0,1,0,1,1
[DJ CT CK C8 C7 ST SQ H9 H8 H7],D,5,0,1,0,0,0,[S7 DT],10,0.0000,[CK C8 C7 ST SQ S7 H9 H8 H7 DT],[DJ CT],-,3,0,2,0,0,1
[HJ SA SK HK DA DK DQ D9 D8 D7],H,1,2,0,0,0,0,[DJ ST],12,0.0000,[SA ST SK HK DA DK DQ D9 D8 D7],[HJ DJ],-,0,2,1,1,0,0
[CA CK C8 S7 HA HT HK DT DK D9],-,3,1,2,1,1,0,[SJ D8],2,0.0000,[CK C8 S7 HA HT HK DT DK D9 D8],[SJ CA],-,2,1,2,1,1,1
[CJ SA ST H8 H7 DA DT DK DQ D7],C,1,2,2,2,1,0,[CQ SK],7,0.0000,[SA ST SK H8 H7 DA DT DK DQ D7],[CJ CQ],-,0,2,2,2,1,0
[CJ DJ CA CQ S8 HT H7 DA DT DQ],CD,4,1,2,1,0,0,[SJ HJ],4,0.9250,[SJ HJ DJ CA CQ HT H7 DA DT DQ],[CJ S8],SHD,5,1,2,1,0,0
[HJ CA CK C9 C8 C7 SQ S9 HK DA],H,6,1,0,0,0,0,[ST DQ],13,0.1000,[HJ CA CK C9 C8 C7 ST SQ S9 DA],[HK DQ],H,6,1,1,0,0,0
[DJ CA CK SA S7 HT H9 DK D8 D7],D,3,1,1,0,0,0,[CT C8],10,0.0000,[CT CK C8 SA S7 HT H9 DK D8 D7],[DJ CA],-,3,1,1,0,0,1
[CA C9 SA ST SK HA HK H7 DT DQ],-,2,2,2,1,0,0,[S7 DA],11,0.0750,[CA C9 ST SK S7 HA HK H7 DA DT],[SA DQ],-,2,2,2,1,1,1
[CJ C9 SK S9 S8 H9 H8 H7 DA DT],C,2,1,1,1,0,0,[DJ S7],2,0.0000,[C9 SK S9 S8 S7 H9 H8 H7 DA DT],[CJ DJ],-,1,1,1,1,0,0
[CJ HJ DJ CT CQ C7 HA HT HQ H8],CHD,6,1,1,1,0,0,[C9 C8],0,0.9500,[HJ CT CQ C9 C8 C7 HA HT HQ H8],[CJ DJ],H,6,1,1,1,0,0
[CK C9 C7 SA S8 HT HQ DA DQ D8],-,3,2,1,0,0,0,[C8 D7],0,0.0000,[C8 C7 SA S8 HT HQ DA DQ D8 D7],[CK C9],-,2,2,1,0,0,0
[CJ HJ DJ C8 C7 ST SK H7 DT D8],CHD,5,0,2,0,0,0,[CQ S7],3,0.4250,[CJ HJ DJ CQ C8 C7 ST SK S7 D8],[H7 DT],CHD,6,0,1,0,1,1
[CJ HJ DJ CT SA ST S8 HT HQ D7],CHD,4,1,2,1,0,0,[CQ C7],3,0.8250,[CJ HJ DJ CT CQ C7 SA ST HT HQ],[S8 D7],CHD,6,1,2,1,0,0
[CJ HJ DJ CT C8 SK SQ HT H8 H7],CHD,5,0,1,0,0,0,[CQ S7],3,0.2500,[CJ HJ DJ CT CQ C8 SQ HT H8 H7],[SK S7],CHD,6,0,1,0,0,0
[C9 C8 C7 SK S9 S8 S7 H7 DA DK],-,3,1,0,0,0,0,[CQ H8],3,0.0000,[C8 C7 SK S9 S8 S7 H8 H7 DA DK],[CQ C9],-,2,1,0,0,0,0
[CJ C9 C8 SQ S7 HA DT DK D9 D7],C,3,1,1,0,1,0,[CK D8],4,0.0000,[C9 C8 SQ S7 HA DT DK D9 D8 D7],[CJ CK],-,2,1,1,0,1,0
[C8 C7 SA SQ S7 HT HK HQ H9 H8],-,2,1,1,0,1,0,[DJ CA],13,0.0000,[C8 C7 SA SQ S7 HT HK HQ H9 H8],[DJ CA],-,2,1,1,0,1,1
[CK CQ C8 HA HK HQ H8 DK DQ D7],-,3,1,0,0,0,0,[C7 H7],0,0.0000,[C8 C7 HA HK HQ H8 H7 DK DQ D7],[CK CQ],-,2,1,0,0,0,0
[C9 C7 ST SK SQ H8 DA DT DK D7],-,2,1,2,1,1,0,[DQ D8],3,0.0000,[ST SK SQ H8 DA DT DK DQ D8 D7],[C9 C7],-,0,1,2,1,1,0
[CK CQ C7 S7 HT HQ H8 DA DK DQ],-,3,1,1,0,0,0,[CA ST],21,0.0000,[CQ C7 ST S7 HT HQ H8 DA DK DQ],[CA CK],-,2,1,2,0,0,1
[CJ DJ C7 SQ HT DA DT DK DQ D7],CD,3,1,2,1,1,0,[C8 D9],0,0.0000,[C8 C7 SQ HT DA DT DK DQ D9 D7],[CJ DJ],-,2,1,2,1,1,0
[DJ CA CT ST S7 HK HQ H9 DT DK],D,3,0,2,0,0,0,[HT D8],10,0.0000,[CT ST S7 HT HK HQ H9 DT DK D8],[DJ CA],-,1,0,3,0,2,1
[HJ CA CT CK SA ST SK SQ HA HK],H,4,2,1,1,0,0,[HT H8],10,0.0500,[HJ CA CT CK SA ST SQ HA HT H8],[SK HK],H,4,2,2,2,0,0
[HJ CT CQ C7 SK SQ HQ H8 DK D8],H,4,0,0,0,0,0,[CJ H9],2,0.0000,[CT CQ C7 SK SQ HQ H9 H8 DK D8],[CJ HJ],-,3,0,0,0,0,0
[DJ CK CQ SA ST S9 S7 HQ DK D9],D,3,1,1,1,0,0,[CJ SQ],5,0.0000,[CK CQ SA ST SQ S9 S7 HQ DK D9],[CJ DJ],-,2,1,1,1,0,0
[CQ C9 SA S9 S8 HT HK HQ H7 D9],-,2,1,1,0,1,0,[CJ C8],2,0.0000,[C9 C8 SA S9 S8 HT HK HQ H7 D9],[CJ CQ],-,2,1,1,0,1,0
[CJ DJ CT SA SQ S9 S8 HA H8 D7],CD,3,2,0,0,0,0,[SJ DA],13,0.8500,[CJ SJ DJ CT SA SQ S9 HA DA D7],[S8 H8],CSD,4,3,0,0,0,0
[CA CK C8 C7 ST SK SQ S7 DK D9],-,4,0,1,0,1,0,[H9 H8],0,0.0000,[C8 C7 ST SK SQ S7 H9 H8 DK D9],[CA CK],-,2,0,1,0,1,1
[SJ HJ DJ CQ C7 SA ST HA H8 D9],SHD,5,2,1,1,0,0,[SQ HQ],6,0.7000,[SJ HJ DJ CQ C7 SA ST SQ HA H8],[HQ D9],SHD,5,2,1,1,0,0
[CJ CQ C7 S9 S7 HT HK DA D8 D7],C,3,1,1,0,0,0,[H9 DT],10,0.0000,[C7 S9 S7 HT HK H9 DA DT D8 D7],[CJ CQ],-,1,1,2,1,1,0
[HJ CQ C9 C8 S7 HA H8 DA DK D9],H,4,2,0,0,0,0,[H7 DQ],3,0.0000,[C9 C8 S7 HA H8 H7 DA DK DQ D9],[HJ CQ],-,2,2,0,0,0,0
[CJ CK CQ ST S7 HA HQ H8 DA D8],C,3,2,1,0,0,0,[SA D7],11,0.3500,[CJ CK SA ST S7 HA H8 DA D8 D7],[CQ HQ],C,2,3,1,1,0,0
[CJ DJ CT CK C9 SK SQ S9 HA D8],CD,5,1,0,0,0,0,[H7 D9],0,0.0000,[CT CK C9 SK SQ S9 HA H7 D9 D8],[CJ DJ],-,3,1,0,0,0,0
[DJ CT CQ C8 SK S8 HA HK H7 DQ],D,4,1,0,0,0,0,[HT DT],20,0.0000,[CQ C8 SK S8 HA HT HK H7 DT DQ],[DJ CT],-,2,1,2,1,1,1
[HJ CT C8 SK SQ S8 HK HQ DA D9],H,3,1,0,0,0,0,[CJ DT],12,0.0000,[CT C8 SK SQ S8 HK HQ DA DT D9],[CJ HJ],-,2,1,1,1,0,0
[DJ CT CQ C7 ST HK HQ H8 DQ D8],D,4,0,1,0,0,0,[HJ S9],2,0.0000,[CT CQ C7 ST S9 HK HQ H8 DQ D8],[HJ DJ],-,3,0,1,0,0,0
[SJ HJ DJ C7 SA SK SQ H9 H8 D7],SHD,4,1,0,0,0,0,[CJ DT],12,0.7750,[CJ SJ HJ DJ C7 SA SK SQ H8 DT],[H9 D7],CSHD,5,1,1,0,0,0
[SJ CT C7 HA HT HK H7 DT DK D8],S,3,1,2,1,2,0,[HJ D7],2,0.0000,[CT C7 HA HT HK H7 DT DK D8 D7],[SJ HJ],-,2,1,2,1,2,0
[CJ DJ CK C9 ST S8 HK H9 DA DT],CD,4,1,2,1,0,0,[CA DK],15,0.5250,[CJ DJ CA CK C9 ST S8 DA DT DK],[HK H9],CD,5,1,2,1,0,0
[CK CQ C9 C8 SA ST HA HT DK D9],-,4,2,2,2,0,0,[SJ H9],2,0.7250,[SJ CK CQ C9 C8 SA ST HA HT H9],[DK D9],S,5,2,2,2,0,0
[CJ HJ CT C8 S9 HA H9 H7 DA DQ],CH,4,2,0,0,0,0,[ST D8],10,0.0000,[CJ HJ CT C8 ST HA H9 DA DQ D8],[S9 H7],CH,4,2,1,0,0,0
[HJ CK CQ SA HQ DA DT DK D9 D7],H,3,2,1,1,1,0,[SK S7],4,0.0000,[CQ SA SK S7 HQ DA DT DK D9 D7],[HJ CK],-,1,2,1,1,1,0
[CJ DJ CA CT CK C9 S8 HT HK DK],CD,6,0,1,0,0,0,[HJ CQ],5,1.0000,[CJ HJ DJ CA CT CK CQ C9 HT HK],[S8 DK],CHD,8,0,1,0,0,0
[HJ CT SA SK S8 HQ H8 D9 D8 D7],H,2,1,0,0,0,0,[CJ S9],2,0.0000,[CT SA SK S9 S8 HQ H8 D9 D8 D7],[CJ HJ],-,1,1,0,0,0,0
[CK ST SQ S9 HA HQ H9 DA DQ D9],-,1,2,1,0,0,0,[C8 D8],0,0.0000,[ST SQ S9 HA HQ H9 DA DQ D9 D8],[CK C8],-,0,2,1,0,0,0
[SJ DJ CK C9 SA SK S7 HT H9 DA],SD,4,2,1,0,0,0,[C8 D8],0,0.0750,[SJ DJ CK C9 C8 SA SK S7 DA D8],[HT H9],SD,5,2,0,0,0,1
[CJ HJ CQ SQ S7 HT HQ H9 D9 D8],CH,3,0,1,0,0,0,[DJ SK],6,0.0000,[DJ CQ SK SQ S7 HT HQ H9 D9 D8],[CJ HJ],D,2,0,1,0,0,0
[DJ CK SK SQ HA HT HK DA DT D9],D,2,2,2,2,0,0,[S7 D7],0,0.0000,[SK SQ S7 HA HT HK DA DT D9 D7],[DJ CK],-,0,2,2,2,0,0
[SJ CT C9 SA SQ HA HQ H7 DT D7],S,3,2,1,0,0,0,[S8 D9],0,0.0000,[C9 SA SQ S8 HA HQ H7 DT D9 D7],[SJ CT],-,1,2,1,0,0,1
[SJ CT CQ S8 HT HQ H9 H8 DT DK],S,3,0,2,0,0,0,[HA D7],11,0.0000,[CQ S8 HA HT HQ H9 H8 DT DK D7],[SJ CT],-,1,1,2,1,1,1
[CJ CK C9 SK S9 S8 HT HQ D9 D8],C,3,0,1,0,0,0,[HJ HA],13,0.0000,[CK C9 SK S9 S8 HA HT HQ D9 D8],[CJ HJ],-,2,1,1,1,0,0
[CA CK CQ C8 SK SQ S9 HK HQ H7],-,4,0,0,0,0,0,[DJ H9],2,0.0000,[CK CQ C8 SK SQ S9 HK HQ H9 H7],[DJ CA],-,3,0,0,0,0,1
[SJ HJ CA CQ ST HA H7 D9 D8 D7],SH,4,1,1,0,0,0,[H8 DK],4,0.0000,[CA CQ ST HA H8 H7 DK D9 D8 D7],[SJ HJ],-,2,1,1,0,0,0
[CJ HJ DJ CT C8 ST S7 HQ DT D9],CHD,5,0,2,0,0,0,[C7 S8],0,0.2250,[CJ HJ DJ CT C8 C7 ST S8 S7 DT],[HQ D9],CHD,6,0,2,0,0,0
[CJ DJ CT C9 ST SQ S9 H8 DQ D8],CD,4,0,1,0,0,0,[SJ D7],2,0.0000,[DJ CT C9 ST SQ S9 H8 DQ D8 D7],[CJ SJ],D,3,0,1,0,0,0
[CK CQ SQ HA HT HK HQ H8 DQ D8],-,2,1,1,1,1,0,[CT C9],10,0.0000,[CQ C9 SQ HA HT HK HQ H8 DQ D8],[CT CK],-,2,1,1,1,1,1
[CK C9 C8 C7 SK HK H9 H7 DA DT],-,4,1,1,1,0,0,[CJ S7],2,0.0000,[CJ CK C9 C8 C7 HK H9 H7 DA DT],[SK S7],C,5,1,1,1,0,0
[CA CT C8 C7 ST SQ S8 H7 DA DK],-,4,1,1,0,0,0,[DT D8],10,0.0000,[C8 C7 ST SQ S8 H7 DA DT DK D8],[CA CT],-,2,1,2,1,1,2
[CJ DJ CT C8 SK S9 H7 DK D8 D7],CD,4,0,0,0,0,0,[HK DT],14,0.0000,[CT C8 SK S9 HK H7 DT DK D8 D7],[CJ DJ],-,2,0,1,0,1,0
[CJ DJ SA S9 HA H8 DA DK D8 D7],CD,2,3,0,0,0,0,[CT DT],20,0.0000,[CJ DJ CT SA S9 HA DT DK D8 D7],[H8 DA],CD,3,2,1,0,1,1
[CJ C9 C8 SK S8 HA HK HQ H8 DA],C,3,2,0,0,0,0,[CA HT],21,0.0000,[C9 C8 SK S8 HA HT HK HQ H8 DA],[CJ CA],-,2,2,1,1,1,1
[CT C9 C7 SQ S7 HA HQ H9 H8 H7],-,3,1,0,0,0,0,[DJ DK],6,0.0000,[C9 C7 SQ S7 HA HQ H9 H8 H7 DK],[DJ CT],-,2,1,0,0,0,1
[CJ SJ HJ CK SA SK S9 HT H9 D9],CSH,4,1,1,0,0,0,[CQ HK],7,0.5750,[CJ SJ HJ CK CQ SA S9 HT HK H9],[SK D9],CSH,5,1,1,0,1,0
[SJ DJ C9 S8 HK DA DT DK DQ D9],SD,3,1,1,1,1,0,[CA CQ],14,0.2750,[SJ DJ CA CQ C9 S8 DA DT DQ D9],[HK DK],SD,5,1,1,1,0,0
[HJ DJ SA S9 S7 HK H9 H7 DQ D7],HD,2,1,0,0,0,0,[CA D9],11,0.0000,[CA SA S9 S7 HK H9 H7 DQ D9 D7],[HJ DJ],-,1,1,0,0,0,0
[CJ DJ SA ST S8 S7 HT DT DQ D8],CD,2,1,3,1,0,0,[CQ SK],7,0.0000,[CQ SA ST SK S8 S7 HT DT DQ D8],[CJ DJ],-,1,1,3,1,1,0
[HJ DJ CQ S8 HT H9 H8 DK D9 D8],HD,3,0,1,0,0,0,[ST S7],10,0.0000,[CQ ST S8 S7 HT H9 H8 DK D9 D8],[HJ DJ],-,1,0,2,0,0,0
[SJ CK C8 SK S9 S8 S7 H8 H7 DK],S,3,0,0,0,0,0,[DT D8],10,0.0000,[C8 SK S9 S8 S7 H8 H7 DT DK D8],[SJ CK],-,1,0,1,0,1,0
[DJ C7 ST SK S9 S7 HK H8 H7 DQ],D,2,0,1,0,1,0,[CT CK],14,0.0000,[CK C7 ST SK S9 S7 HK H8 H7 DQ],[DJ CT],-,2,0,1,0,1,1
[SJ CK C8 C7 ST S9 S7 HT HK H9],S,4,0,2,0,1,0,[HQ H8],3,0.0000,[C8 C7 ST S9 S7 HT HK HQ H9 H8],[SJ CK],-,2,0,2,0,1,0
[CJ CA C9 ST SQ S8 H7 DA DQ D9],C,3,1,1,0,0,0,[HQ DK],7,0.0000,[C9 ST SQ S8 HQ H7 DA DK DQ D9],[CJ CA],-,1,1,1,0,0,1
[CA CK C7 ST SK S8 HQ H9 DQ D7],-,3,0,1,0,1,0,[SQ D9],3,0.0000,[C7 ST SK SQ S8 HQ H9 DQ D9 D7],[CA CK],-,1,0,1,0,1,1
[CA CT SA ST SK S8 HA HQ H9 DA],-,2,3,1,1,1,0,[C7 DQ],3,0.0000,[C7 SA ST SK S8 HA HQ H9 DA DQ],[CA CT],-,1,3,1,1,1,2
[HJ CK C9 SA S9 S7 HQ H7 DT D7],H,3,1,1,0,0,0,[SJ HT],12,0.0000,[CK C9 SA S9 S7 HT HQ H7 DT D7],[SJ HJ],-,2,1,2,0,0,0
[CK ST SK SQ S9 S8 HT HK H7 DQ],-,1,0,2,0,2,0,[CA H8],11,0.0000,[ST SK SQ S9 S8 HT HK H8 H7 DQ],[CA CK],-,0,0,2,0,2,1
[DJ CA CQ C9 C8 SK HT H8 DA D9],D,5,1,1,0,0,0,[ST DK],14,0.0000,[CQ C9 C8 ST SK HT H8 DA DK D9],[DJ CA],-,3,1,2,0,0,1
[SJ CA CQ C7 ST SQ S9 HA H8 D8],S,4,1,1,0,0,0,[HQ DA],14,0.0000,[CQ C7 ST SQ S9 HA HQ H8 DA D8],[SJ CA],-,2,2,1,0,0,1
[HJ CA C9 SA ST SQ S8 HA H8 D7],H,3,2,1,1,0,0,[SJ D8],2,0.0250,[SJ HJ CA C9 SA ST S8 HA H8 D8],[SQ D7],SH,4,2,1,1,0,0
[CJ DJ SQ S8 HA HT HQ DA DQ D8],CD,2,2,1,1,0,0,[HJ HK],6,0.0000,[DJ SQ S8 HA HT HK HQ DA DQ D8],[CJ HJ],D,1,2,1,1,0,0
[DJ CA CK C7 ST S9 HT HK H7 DK],D,4,0,2,0,1,0,[SJ SA],13,0.4000,[SJ DJ CA CK C7 SA ST S9 HT HK],[H7 DK],SD,5,1,2,1,0,0
[SJ HJ CA CT SK SQ HK DK DQ D8],SH,4,0,0,0,0,0,[ST HT],20,0.0000,[CA CT ST SK SQ HT HK DK DQ D8],[SJ HJ],-,2,0,2,0,0,0
[HJ CA CK C9 SK SQ HQ H8 DK D7],H,4,0,0,0,0,0,[SA S8],11,0.0000,[CK C9 SA SK SQ S8 HQ H8 DK D7],[HJ CA],-,2,1,0,0,0,1
[CQ C7 S9 S8 HT H8 H7 DT DK D9],-,2,0,2,0,1,0,[C9 HK],4,0.0000,[C7 S9 S8 HT HK H8 H7 DT DK D9],[CQ C9],-,1,0,2,0,2,0
[CJ HJ DJ CQ SK S8 HA HT HK D7],CHD,4,1,1,1,0,0,[H8 D8],0,0.0000,[DJ CQ SK S8 HA HT HK H8 D8 D7],[CJ HJ],D,2,1,1,1,1,0
[CJ DJ CA SA ST SK SQ S7 HK H8],CD,3,1,1,1,1,0,[CK S8],4,0.0000,[CA CK SA ST SK SQ S8 S7 HK H8],[CJ DJ],-,2,1,1,1,1,0
[DJ CA CQ S8 S7 HK HQ H8 D9 D8],D,3,0,0,0,0,0,[CJ SK],6,0.0000,[CA CQ SK S8 S7 HK HQ H8 D9 D8],[CJ DJ],-,2,0,0,0,0,0
[SJ DJ CA CK S9 HA HT DA DQ D8],SD,4,2,1,1,0,0,[HJ SQ],5,0.9750,[SJ HJ DJ CA CK HA HT DA DQ D8],[SQ S9],SHD,5,2,1,1,0,0
[DJ CQ ST SK SQ S7 HT H8 H7 DT],D,2,0,3,0,1,0,[SA S8],11,0.0000,[SA ST SK SQ S8 S7 HT H8 H7 DT],[DJ CQ],-,0,1,3,1,1,0
[SJ DJ CA C8 SK SQ HK H9 H7 D7],SD,4,0,0,0,0,0,[HJ CT],12,0.0750,[SJ HJ DJ CA CT C8 SQ HK H9 H7],[SK D7],SHD,6,0,0,0,0,0
[CJ HJ CA C9 SA HK HQ H8 DA D9],CH,4,2,0,0,0,0,[SJ S9],2,0.9750,[CJ SJ HJ CA C9 SA HQ H8 DA D9],[S9 HK],CSH,5,2,0,0,0,0
[CJ SJ CA CT C9 ST HA HT DK DQ],CS,5,1,2,1,0,0,[S7 HK],4,0.8000,[CJ SJ CA CT C9 ST S7 HA HT HK],[DK DQ],CS,5,1,2,1,0,0
[SJ CK C7 SA ST SQ S8 DA DT DK],S,3,2,2,2,0,0,[C8 D7],0,0.0000,[C8 C7 SA ST SQ S8 DA DT DK D7],[SJ CK],-,2,2,2,2,1,0
[SJ HJ CA CT C9 C7 HK HQ H8 D7],SH,6,0,0,0,0,0,[DJ HT],12,1.0000,[HJ DJ CA CT C9 C7 HT HK HQ H8],[SJ D7],HD,6,0,1,0,1,0
[HJ CA CT C8 SQ S9 HT H7 DK D7],H,4,0,1,0,0,0,[DJ D9],2,0.0000,[CA CT C8 SQ S9 HT H7 DK D9 D7],[HJ DJ],-,3,0,1,0,0,0
[CJ C7 SA SQ S8 HT HK H7 DA DK],C,2,2,1,0,1,0,[C9 SK],4,0.0000,[C7 SA SK SQ S8 HT HK H7 DA DK],[CJ C9],-,1,2,1,0,1,0
[HJ DJ CQ C9 ST SQ H9 H8 DA DT],HD,4,1,2,1,0,0,[CJ C7],2,0.9250,[CJ HJ DJ CQ C9 C7 ST SQ DA DT],[H9 H8],CHD,6,1,2,1,0,0
[CQ C8 SA HA HQ H8 DA DT DQ D9],-,2,3,1,1,0,0,[SJ HT],12,0.0000,[C8 SA HA HT HQ H8 DA DT DQ D9],[SJ CQ],-,1,3,2,2,0,0
[HJ CT ST SK HT HK HQ DK DQ D8],H,2,0,2,0,0,0,[DJ C9],2,0.0000,[CT C9 ST SK HT HK HQ DK DQ D8],[HJ DJ],-,2,0,2,0,0,0
[SJ CA C7 ST SQ S8 HA HT HK HQ],S,3,1,2,1,0,0,[SK D7],4,0.0000,[C7 ST SK SQ S8 HA HT HK HQ D7],[SJ CA],-,1,1,2,1,1,1
[CJ DJ CK C8 S9 HA HK H9 DQ D9],CD,4,1,0,0,0,0,[ST SK],14,0.0000,[CK C8 ST SK S9 HA HK H9 DQ D9],[CJ DJ],-,2,1,1,0,1,0
[CJ DJ CT C9 C8 SA SK S7 H7 D9],CD,5,1,0,0,0,0,[CQ ST],13,1.0000,[CJ DJ CT CQ C9 C8 SA ST SK S7],[H7 D9],CD,6,1,1,1,1,0
[SJ DJ CK SA SQ S9 S7 H8 DA DT],SD,3,2,1,1,0,0,[HT HQ],13,0.0000,[CK SA SQ S9 S7 HT HQ H8 DA DT],[SJ DJ],-,1,2,2,1,0,0
[HJ SK SQ S9 HT HK H9 DT DK D8],H,1,0,2,0,2,0,[C9 DA],11,0.0000,[SK SQ S9 HT HK H9 DA DT DK D8],[HJ C9],-,0,1,2,1,2,0
[CK SK SQ S9 HK H8 DA D9 D8 D7],-,1,1,0,0,0,0,[HT H7],10,0.0000,[SQ S9 HT HK H8 H7 DA D9 D8 D7],[CK SK],-,0,1,1,0,1,0
[CT CK CQ SQ S9 S8 HA HK H9 DA],-,3,2,0,0,0,0,[C9 C8],0,0.0250,[CT CK CQ C9 C8 S8 HA HK H9 DA],[SQ S9],-,5,2,0,0,0,0
[CJ SJ DJ C9 SA ST S8 HA H8 D9],CSD,4,2,1,1,0,0,[CQ S9],3,0.9750,[CJ SJ DJ CQ C9 SA ST S9 HA H8],[S8 D9],CSD,5,2,1,1,0,0
[HJ DJ CK C9 SK SQ S8 HT HQ H9],HD,4,0,1,0,0,0,[S7 D8],0,0.0000,[CK C9 SK SQ S8 S7 HT HQ H9 D8],[HJ DJ],-,2,0,1,0,0,0
[SJ DJ CT C7 SK SQ S9 HK H7 DQ],SD,4,0,0,0,0,0,[ST HA],21,0.0000,[CT C7 ST SK SQ S9 HA HK H7 DQ],[SJ DJ],-,2,1,1,0,1,0
[SJ HJ C9 C8 SA ST HA HQ DA DT],SH,4,3,2,2,0,0,[SQ D9],3,0.7000,[SJ HJ C9 C8 SA ST HA DA DT D9],[SQ HQ],SH,4,3,2,2,0,0
[DJ CA CT CQ S9 HT HQ H7 DA D9],D,4,1,1,0,0,0,[DT D8],10,0.0000,[CT CQ S9 HT HQ H7 DA DT D9 D8],[DJ CA],-,2,1,2,1,0,1
[HJ CT CK CQ SA SK S9 HA H7 DT],H,4,2,1,0,0,0,[C7 ST],10,0.7500,[HJ CT CK CQ C7 SA ST SK S9 HA],[H7 DT],H,5,2,1,1,1,1
[DJ CT C8 SA ST S9 S8 HK DT DQ],D,3,1,2,1,0,0,[SJ CQ],5,0.0000,[CT CQ C8 SA ST S9 S8 HK DT DQ],[SJ DJ],-,3,1,2,1,0,0
[HJ DJ CA ST SQ HT HK H9 H8 DT],HD,3,0,3,0,1,0,[C8 S9],0,0.0000,[CA C8 ST SQ S9 HT HK H9 H8 DT],[HJ DJ],-,2,0,3,0,1,0
[CJ SJ DJ ST S9 HK H9 DT D9 D8],CSD,3,0,2,0,0,0,[C9 HA],11,0.0000,[DJ C9 ST S9 HA HK H9 DT D9 D8],[CJ SJ],D,2,1,2,0,0,0
[C8 SA S7 HT HQ H8 DT DK D8 D7],-,1,1,2,0,1,0,[HK DQ],7,0.0000,[S7 HT HK HQ H8 DT DK DQ D8 D7],[C8 SA],-,0,0,2,0,2,1
[HJ C7 ST SK SQ H9 H8 DA D9 D8],H,2,1,1,0,0,0,[CT C9],10,0.0000,[C9 C7 ST SK SQ H9 H8 DA D9 D8],[HJ CT],-,2,1,1,0,0,1
[CJ SJ HJ CT SK SQ S8 S7 HQ H9],CSH,4,0,0,0,0,0,[S9 DT],10,0.0000,[HJ CT SK SQ S9 S8 S7 HQ H9 DT],[CJ SJ],H,2,0,1,0,0,0
[HJ DJ C9 C7 S8 S7 HT HQ DT D8],HD,4,0,2,0,0,0,[SQ H8],3,0.0000,[C9 C7 SQ S8 S7 HT HQ H8 DT D8],[HJ DJ],-,2,0,2,0,0,0
[DJ CT CK S9 HA H8 DT DQ D9 D8],D,3,1,1,0,0,0,[C8 SA],11,0.0000,[CK C8 SA S9 HA H8 DT DQ D9 D8],[DJ CT],-,2,2,1,0,0,1
[SJ CQ SA SQ S9 S7 H8 DK D8 D7],S,2,1,0,0,0,0,[CT CK],14,0.0000,[CK CQ SA SQ S9 S7 H8 DK D8 D7],[SJ CT],-,2,1,0,0,0,1
[HJ CQ SA ST HT HQ DA DQ D9 D7],H,2,2,2,1,0,0,[CT S8],10,0.0500,[CQ SA ST S8 HT HQ DA DQ D9 D7],[HJ CT],-,1,2,2,1,0,1
[CJ SJ HJ DJ S9 H8 H7 DA DK D7],CSHD,4,1,0,0,0,0,[CK D9],4,0.9000,[CJ SJ HJ DJ CK H8 H7 DA DK D7],[S9 D9],CSHD,5,1,0,0,0,0
[SJ CK ST S8 S7 HA HK HQ H8 D8],S,2,1,1,0,0,0,[SK H9],4,0.0000,[ST SK S8 S7 HA HK HQ H9 H8 D8],[SJ CK],-,0,1,1,0,1,0
[CJ HJ DJ SA SK S9 HT H9 DT D8],CHD,3,1,2,0,0,0,[CT C9],10,0.0750,[CJ HJ DJ CT C9 SA SK S9 HT H9],[DT D8],CHD,5,1,1,0,0,1
[SJ CA C8 C7 SK SQ HK H7 DT D8],S,4,0,1,0,0,0,[CT CK],14,0.0000,[CT CK C8 C7 SK SQ HK H7 DT D8],[SJ CA],-,4,0,1,0,0,1
[SJ CK CQ C7 SA S9 HK H9 DK D9],S,4,1,0,0,0,0,[HQ DQ],6,0.0000,[CQ C7 SA S9 HK HQ H9 DK DQ D9],[SJ CK],-,2,1,0,0,0,0
