Cards,JacksMask,TrumpCount,Aces,Tens,AttachedTens,BlankTens,MaxSuitLen,TenKingSmall,SkatFulls,SkatCards,SkatPoints,WinProb,PlayedCards,DiscardedCards,PostJacksMask,PostTrumpCount,PostAces,PostTens,PostAttachedTens,PostTenKingSmall,PostSkatFulls
[DJ C9 SA ST SK S8 HT HK DA D9],D,2,2,2,1,0,4,1,0,[HA H9],11,0.0000,[DJ C9 SA ST SK S8 HT HK DA D9],,-,-,-,-,-,-,-
[CJ SJ CA C9 C8 S9 H7 DA DQ D7],CS,5,1,0,0,0,3,0,0,[ST S8],10,0.1000,[CJ SJ CA C9 C8 S9 H7 DA DQ D7],,-,-,-,-,-,-,-
[CJ CT CQ C7 S9 HK HQ H9 DT DK],C,4,0,1,0,0,3,0,0,[SJ DQ],5,0.0000,[CJ CT CQ C7 S9 HK HQ H9 DT DK],,-,-,-,-,-,-,-
[CJ HJ CA CT C8 HK H9 DK D9 D7],CH,5,0,0,0,0,3,0,0,[ST SQ],13,0.0000,[CJ HJ CA CT C8 HK H9 DK D9 D7],,-,-,-,-,-,-,-
[CQ C8 S8 HA HT HK HQ H9 DK D8],-,2,1,1,1,0,5,1,0,[C9 ST],10,0.0000,[CQ C8 S8 HA HT HK HQ H9 DK D8],,-,-,-,-,-,-,-
[SJ DJ CK SA ST SQ HK H7 DA DK],SD,3,2,1,1,0,3,0,0,[S9 D7],0,0.0000,[SJ DJ CK SA ST SQ HK H7 DA DK],,-,-,-,-,-,-,-
[CJ SJ CT C8 SA HT H9 H7 DT DK],CS,4,1,2,0,0,3,0,0,[SQ S7],3,0.0000,[CJ SJ CT C8 SA HT H9 H7 DT DK],,-,-,-,-,-,-,-
[SJ DJ C9 SA S9 HA HQ H7 DT D8],SD,3,2,1,0,0,3,0,0,[C8 ST],10,0.0000,[SJ DJ C9 SA S9 HA HQ H7 DT D8],,-,-,-,-,-,-,-
[CJ HJ C9 ST HA HT H9 DT D9 D8],CH,3,1,3,1,1,3,0,0,[SK S9],4,0.0000,[CJ HJ C9 ST HA HT H9 DT D9 D8],,-,-,-,-,-,-,-
[SJ HJ CA CT S9 HT HK H9 DT D9],SH,4,0,2,0,0,3,1,0,[C7 D8],0,0.0000,[SJ HJ CA CT S9 HT HK H9 DT D9],,-,-,-,-,-,-,-
[CT C8 SA ST HT DT DK DQ D9 D8],-,2,1,3,1,1,5,1,0,[CQ S9],3,0.0000,[CT C8 SA ST HT DT DK DQ D9 D8],,-,-,-,-,-,-,-
[CT C8 ST SK SQ HT HK HQ H7 D9],-,2,0,2,0,0,4,1,0,[HA DQ],14,0.0000,[CT C8 ST SK SQ HT HK HQ H7 D9],,-,-,-,-,-,-,-
[DJ CK C9 C7 SQ S8 HA H9 DA DT],D,4,2,1,1,0,3,0,0,[S9 D8],0,0.0000,[DJ CK C9 C7 SQ S8 HA H9 DA DT],,-,-,-,-,-,-,-
[CK C9 C8 ST HQ H8 H7 DK D9 D7],-,3,0,1,0,1,3,0,0,[CT DT],20,0.0000,[CK C9 C8 ST HQ H8 H7 DK D9 D7],,-,-,-,-,-,-,-
[CJ SJ CA CQ C8 S8 HT HK H9 D9],CS,5,0,1,0,0,3,1,0,[S7 DT],10,0.0500,[CJ SJ CA CQ C8 S8 HT HK H9 D9],,-,-,-,-,-,-,-
[HJ CQ C8 SK S9 H7 DA DK DQ D8],H,3,1,0,0,0,4,0,0,[CJ CK],6,0.0000,[HJ CQ C8 SK S9 H7 DA DK DQ D8],,-,-,-,-,-,-,-
[DJ SQ HA HT HK H9 H8 H7 DT D9],D,1,1,2,1,0,6,1,0,[HJ DQ],5,0.0000,[DJ SQ HA HT HK H9 H8 H7 DT D9],,-,-,-,-,-,-,-
[CJ ST S8 S7 HQ H9 DQ D9 D8 D7],C,1,0,1,0,0,4,0,0,[CK S9],4,0.0000,[CJ ST S8 S7 HQ H9 DQ D9 D8 D7],,-,-,-,-,-,-,-
[CJ CT CK CQ C7 SK SQ DK DQ D8],C,5,0,0,0,0,4,0,0,[S8 D7],0,0.0000,[CJ CT CK CQ C7 SK SQ DK DQ D8],,-,-,-,-,-,-,-
[CJ HJ C9 C8 ST SK SQ S7 HT HQ],CH,4,0,2,0,0,4,1,0,[CA D9],11,0.0000,[CJ HJ C9 C8 ST SK SQ S7 HT HQ],,-,-,-,-,-,-,-
[CA CT CK C8 SK SQ S9 HA H7 DK],-,4,1,0,0,0,4,0,0,[CJ D9],2,0.0000,[CA CT CK C8 SK SQ S9 HA H7 DK],,-,-,-,-,-,-,-
[SJ DJ CA SK S9 S7 HA HT D9 D8],SD,3,1,1,1,0,3,0,0,[SA HQ],14,0.0000,[SJ DJ CA SK S9 S7 HA HT D9 D8],,-,-,-,-,-,-,-
[DJ CK C9 C7 SQ HA H9 H8 DT D8],D,4,1,1,0,0,3,0,0,[C8 D7],0,0.0000,[DJ CK C9 C7 SQ HA H9 H8 DT D8],,-,-,-,-,-,-,-
[CA CT CQ C9 H9 DA DK DQ D8 D7],-,4,1,0,0,0,5,0,0,[S8 H7],0,0.0000,[CA CT CQ C9 H9 DA DK DQ D8 D7],,-,-,-,-,-,-,-
[C9 S9 S8 S7 HK HQ H8 DT DQ D9],-,1,0,1,0,0,3,0,0,[SJ HJ],4,0.0000,[C9 S9 S8 S7 HK HQ H8 DT DQ D9],,-,-,-,-,-,-,-
[CJ DJ CK CQ C9 C8 SA H9 DA D7],CD,6,2,0,0,0,4,0,0,[CT DK],14,0.5500,[CJ DJ CK CQ C9 C8 SA H9 DA D7],,-,-,-,-,-,-,-
[CA CQ SA ST SQ S7 HT H9 DK DQ],-,2,1,2,1,0,4,0,0,[C8 C7],0,0.0000,[CA CQ SA ST SQ S7 HT H9 DK DQ],,-,-,-,-,-,-,-
[CJ SA ST SQ S8 HK HQ H7 DA DT],C,1,2,2,2,0,4,0,0,[C9 DQ],3,0.0000,[CJ SA ST SQ S8 HK HQ H7 DA DT],,-,-,-,-,-,-,-
[DJ C9 C8 SQ S9 S7 HT HK H7 D9],D,3,0,1,0,0,3,1,0,[HJ S8],2,0.0000,[DJ C9 C8 SQ S9 S7 HT HK H7 D9],,-,-,-,-,-,-,-
[CJ SJ SA S7 HK H9 H8 DA DT DK],CS,2,2,1,1,0,3,0,0,[CA CK],15,0.0000,[CJ SJ SA S7 HK H9 H8 DA DT DK],,-,-,-,-,-,-,-
[DJ CK C9 SA S9 S8 HQ H9 DA DK],D,3,2,0,0,0,3,0,0,[SK H7],4,0.0000,[DJ CK C9 SA S9 S8 HQ H9 DA DK],,-,-,-,-,-,-,-
[SJ SA SK S9 S7 HA DA DK DQ D9],S,1,3,0,0,0,4,0,0,[C8 D7],0,0.0000,[SJ SA SK S9 S7 HA DA DK DQ D9],,-,-,-,-,-,-,-
[CJ HJ DJ C8 S9 HK HQ H9 DK DQ],CHD,4,0,0,0,0,3,0,0,[C7 DA],11,0.0000,[CJ HJ DJ C8 S9 HK HQ H9 DK DQ],,-,-,-,-,-,-,-
[HJ CT C9 SA SQ S9 HT HQ DQ D7],H,3,1,1,0,0,3,0,0,[S8 D9],0,0.0000,[HJ CT C9 SA SQ S9 HT HQ DQ D7],,-,-,-,-,-,-,-
[SJ CA CT CQ S7 HA HK H9 H8 DA],S,4,2,0,0,0,4,0,0,[C9 SK],4,0.1000,[SJ CA CT CQ S7 HA HK H9 H8 DA],,-,-,-,-,-,-,-
[CT CQ C8 SA SK S8 H9 DA DK D9],-,3,2,0,0,0,3,0,0,[HA DQ],14,0.0000,[CT CQ C8 SA SK S8 H9 DA DK D9],,-,-,-,-,-,-,-
[CJ DJ CT CQ C9 S9 S8 HK D9 D7],CD,5,0,0,0,0,3,0,0,[HJ DA],13,0.0000,[CJ DJ CT CQ C9 S9 S8 HK D9 D7],,-,-,-,-,-,-,-
[CJ HJ CT CQ SQ HA HK HQ DA DT],CH,4,2,1,1,0,3,0,0,[S7 H7],0,0.3000,[CJ HJ CT CQ SQ HA HK HQ DA DT],,-,-,-,-,-,-,-
[HJ CT S7 HA H8 H7 DA DK DQ D8],H,2,2,0,0,0,4,0,0,[C9 S8],0,0.0000,[HJ CT S7 HA H8 H7 DA DK DQ D8],,-,-,-,-,-,-,-
[DJ CA CK C9 S9 S8 HA HQ H9 DK],D,4,1,0,0,0,3,0,0,[SJ DT],12,0.0000,[DJ CA CK C9 S9 S8 HA HQ H9 DK],,-,-,-,-,-,-,-
[HJ DJ CT CQ C9 C8 S9 HA H8 D7],HD,6,1,0,0,0,4,0,0,[S7 H7],0,0.0000,[HJ DJ CT CQ C9 C8 S9 HA H8 D7],,-,-,-,-,-,-,-
[CK SQ S8 S7 HA HK HQ H9 DQ D8],-,1,1,0,0,0,4,0,0,[HJ SK],6,0.0000,[CK SQ S8 S7 HA HK HQ H9 DQ D8],,-,-,-,-,-,-,-
[CJ CQ C7 SA SQ HQ H9 DA DK D9],C,3,2,0,0,0,3,0,0,[DJ C9],2,0.0000,[CJ CQ C7 SA SQ HQ H9 DA DK D9],,-,-,-,-,-,-,-
[CJ CA C9 C7 HQ H8 H7 DT D9 D8],C,4,0,1,0,0,3,0,0,[HT DK],14,0.0000,[CJ CA C9 C7 HQ H8 H7 DT D9 D8],,-,-,-,-,-,-,-
[CJ DJ CA C7 SA ST SK S7 HK H8],CD,4,1,1,1,0,4,1,0,[C8 DK],4,0.1500,[CJ DJ CA C7 SA ST SK S7 HK H8],,-,-,-,-,-,-,-
[CJ SJ HJ CA C8 SA S8 H8 DK D9],CSH,5,1,0,0,0,2,0,0,[C9 DA],11,0.4000,[CJ SJ HJ CA C8 SA S8 H8 DK D9],,-,-,-,-,-,-,-
[SJ HJ ST SK HT HQ H7 DA DQ D9],SH,2,1,2,0,0,3,0,0,[SQ S7],3,0.0000,[SJ HJ ST SK HT HQ H7 DA DQ D9],,-,-,-,-,-,-,-
[CK SA SK SQ S9 S7 H9 H8 D9 D7],-,1,1,0,0,0,5,0,0,[CA D8],11,0.0000,[CK SA SK SQ S9 S7 H9 H8 D9 D7],,-,-,-,-,-,-,-
[CJ CA C7 SA SK SQ S7 H8 DA D7],C,3,2,0,0,0,4,0,0,[HA DK],15,0.0000,[CJ CA C7 SA SK SQ S7 H8 DA D7],,-,-,-,-,-,-,-
[CT C9 SK SQ S9 S8 S7 HA HK DQ],-,2,1,0,0,0,5,0,0,[DA D7],11,0.0000,[CT C9 SK SQ S9 S8 S7 HA HK DQ],,-,-,-,-,-,-,-
[CJ DJ CT ST SQ S8 HA H9 DT D8],CD,3,1,2,0,0,3,0,0,[HJ CA],13,0.0000,[CJ DJ CT ST SQ S8 HA H9 DT D8],,-,-,-,-,-,-,-
[CT C8 SA SK S9 S8 HQ DA DQ D9],-,2,2,0,0,0,4,0,0,[HJ CK],6,0.0000,[CT C8 SA SK S9 S8 HQ DA DQ D9],,-,-,-,-,-,-,-
[SJ CA CK C9 S9 S7 HT H7 D9 D7],S,4,0,1,0,0,3,0,0,[SA SK],15,0.0000,[SJ CA CK C9 S9 S7 HT H7 D9 D7],,-,-,-,-,-,-,-
[CA CT CQ ST SK HK HQ DT D8 D7],-,3,0,2,0,0,3,0,0,[CJ C8],2,0.0000,[CA CT CQ ST SK HK HQ DT D8 D7],,-,-,-,-,-,-,-
[CT CQ SA SK S9 HA HT HQ H7 D9],-,2,2,1,1,0,4,0,0,[C9 C8],0,0.0000,[CT CQ SA SK S9 HA HT HQ H7 D9],,-,-,-,-,-,-,-
[HJ CA ST SK HK H9 DT DK D8 D7],H,2,0,2,0,0,4,1,0,[C9 S8],0,0.0000,[HJ CA ST SK HK H9 DT DK D8 D7],,-,-,-,-,-,-,-
[DJ C9 C8 HK H8 H7 DA DQ D9 D8],D,3,1,0,0,0,4,0,0,[SQ DT],13,0.0000,[DJ C9 C8 HK H8 H7 DA DQ D9 D8],,-,-,-,-,-,-,-
[CJ HJ CT ST SK S9 HA HK H7 D9],CH,3,1,1,0,0,3,1,0,[CK H9],4,0.0000,[CJ HJ CT ST SK S9 HA HK H7 D9],,-,-,-,-,-,-,-
[CT CQ C9 ST SK HA H9 H7 DK D9],-,3,1,1,0,0,3,0,0,[SJ SA],13,0.0000,[CT CQ C9 ST SK HA H9 H7 DK D9],,-,-,-,-,-,-,-
[HJ DJ CA CQ C7 SQ S9 HT H9 D8],HD,5,0,1,0,0,3,0,0,[DK D9],4,0.0000,[HJ DJ CA CQ C7 SQ S9 HT H9 D8],,-,-,-,-,-,-,-
[SJ DJ CK C9 S7 HT H9 H7 DQ D7],SD,4,0,1,0,0,3,0,0,[HJ SA],13,0.0000,[SJ DJ CK C9 S7 HT H9 H7 DQ D7],,-,-,-,-,-,-,-
[CA CQ C7 S8 H9 H7 DA DT D9 D7],-,3,1,1,1,0,4,0,0,[CJ DK],6,0.0000,[CA CQ C7 S8 H9 H7 DA DT D9 D7],,-,-,-,-,-,-,-
[SJ CA CT C9 SA S8 HQ DT DK D7],S,4,1,1,0,0,3,1,0,[SQ H9],3,0.0000,[SJ CA CT C9 SA S8 HQ DT DK D7],,-,-,-,-,-,-,-
[HJ DJ CK SA HA HK H9 DA DQ D8],HD,3,3,0,0,0,3,0,0,[CA CT],21,0.0000,[HJ DJ CK SA HA HK H9 DA DQ D8],,-,-,-,-,-,-,-
[HJ CA CK SQ S9 S7 HT H9 H7 DK],H,3,0,1,0,0,3,0,0,[SK S8],4,0.0000,[HJ CA CK SQ S9 S7 HT H9 H7 DK],,-,-,-,-,-,-,-
[DJ CA CT CK C9 C8 ST SQ S9 D9],D,6,0,1,0,0,5,0,0,[CQ DQ],6,0.0500,[DJ CA CT CK C9 C8 ST SQ S9 D9],,-,-,-,-,-,-,-
[CJ CA C9 SK S8 HA HK DK D8 D7],C,3,1,0,0,0,3,0,0,[HJ ST],12,0.0000,[CJ CA C9 SK S8 HA HK DK D8 D7],,-,-,-,-,-,-,-
[DJ CA CK CQ C9 C8 C7 HA H8 DT],D,7,1,1,0,1,6,0,0,[HT D8],10,0.2000,[DJ CA CK CQ C9 C8 C7 HA H8 DT],,-,-,-,-,-,-,-
[CJ DJ SK S9 HA HK DA DT D9 D8],CD,2,2,1,1,0,4,0,0,[CK C7],4,0.0000,[CJ DJ SK S9 HA HK DA DT D9 D8],,-,-,-,-,-,-,-
[HJ CA CK C8 C7 S9 S7 HT DT D7],H,5,0,2,0,1,4,0,0,[C9 SK],4,0.0000,[HJ CA CK C8 C7 S9 S7 HT DT D7],,-,-,-,-,-,-,-
[SJ CA CQ C8 SQ S9 HT HK H7 D7],S,4,0,1,0,0,3,1,0,[CJ DQ],5,0.0000,[SJ CA CQ C8 SQ S9 HT HK H7 D7],,-,-,-,-,-,-,-
[SJ CT CQ C8 S9 S7 H7 DK D8 D7],S,4,0,0,0,0,3,0,0,[HA HK],15,0.0000,[SJ CT CQ C8 S9 S7 H7 DK D8 D7],,-,-,-,-,-,-,-
[SJ CK SQ S9 S8 HA HK H9 DA D7],S,2,2,0,0,0,3,0,0,[CT S7],10,0.0000,[SJ CK SQ S9 S8 HA HK H9 DA D7],,-,-,-,-,-,-,-
[CJ HJ SA ST HA DT DK DQ D8 D7],CH,2,2,2,1,0,5,1,0,[CQ C9],3,0.0000,[CJ HJ SA ST HA DT DK DQ D8 D7],,-,-,-,-,-,-,-
[CA C8 C7 SA SK S8 H7 DK DQ D7],-,3,1,0,0,0,3,0,0,[CK HK],8,0.0000,[CA C8 C7 SA SK S8 H7 DK DQ D7],,-,-,-,-,-,-,-
[CJ HJ CQ C8 C7 ST SK S9 D8 D7],CH,5,0,1,0,0,3,1,0,[CT H9],10,0.0000,[CJ HJ CQ C8 C7 ST SK S9 D8 D7],,-,-,-,-,-,-,-
[CJ SJ CQ C7 SA SK HA HT HQ D7],CS,4,2,1,1,0,3,0,0,[CK S9],4,0.3500,[CJ SJ CQ C7 SA SK HA HT HQ D7],,-,-,-,-,-,-,-
[SJ HJ CT C8 S9 H8 DA DT DQ D7],SH,4,1,1,1,0,4,0,0,[DJ CQ],5,0.1000,[SJ HJ CT C8 S9 H8 DA DT DQ D7],,-,-,-,-,-,-,-
[CT C7 SA ST SK S9 HA HT HQ H8],-,2,2,2,2,0,4,1,0,[C9 DT],10,0.0000,[CT C7 SA ST SK S9 HA HT HQ H8],,-,-,-,-,-,-,-
[CJ SJ CT C7 SA S7 HA HQ H7 DA],CS,4,3,0,0,0,3,0,0,[CK HT],14,0.6500,[CJ SJ CT C7 SA S7 HA HQ H7 DA],,-,-,-,-,-,-,-
[SJ CA CT CQ C7 ST SK S7 H9 D7],S,5,0,1,0,0,4,1,0,[DJ S8],2,0.0000,[SJ CA CT CQ C7 ST SK S7 H9 D7],,-,-,-,-,-,-,-
[CK C8 SA SK HQ H9 DK D9 D8 D7],-,2,1,0,0,0,4,0,0,[S8 HT],10,0.0000,[CK C8 SA SK HQ H9 DK D9 D8 D7],,-,-,-,-,-,-,-
[SJ CK CQ C9 SK S7 HK H8 DT D9],S,4,0,1,0,0,3,0,0,[SQ DK],7,0.0000,[SJ CK CQ C9 SK S7 HK H8 DT D9],,-,-,-,-,-,-,-
[SJ CT CK C7 ST SQ S9 HK H9 DA],S,4,1,1,0,0,3,0,0,[SA SK],15,0.0000,[SJ CT CK C7 ST SQ S9 HK H9 DA],,-,-,-,-,-,-,-
[HJ CQ ST SK S7 HK H7 DA DT DK],H,2,1,2,1,0,3,1,0,[C7 SA],11,0.0000,[HJ CQ ST SK S7 HK H7 DA DT DK],,-,-,-,-,-,-,-
[CJ CT C9 SQ S8 HT H8 DT DQ D9],C,3,0,2,0,0,3,0,0,[CK DK],8,0.0000,[CJ CT C9 SQ S8 HT H8 DT DQ D9],,-,-,-,-,-,-,-
[SA SQ S8 HK HQ H9 H8 DT DQ D9],-,0,1,1,0,0,4,0,0,[ST HT],20,0.0000,[SA SQ S8 HK HQ H9 H8 DT DQ D9],,-,-,-,-,-,-,-
[CJ CQ C8 SQ S9 S7 HA HT DA D9],C,3,2,1,1,0,3,0,0,[DJ H8],2,0.0000,[CJ CQ C8 SQ S9 S7 HA HT DA D9],,-,-,-,-,-,-,-
[CJ CK SQ HT H9 H7 DA DT D9 D7],C,2,1,2,1,0,4,0,0,[C8 S9],0,0.0000,[CJ CK SQ HT H9 H7 DA DT D9 D7],,-,-,-,-,-,-,-
[SJ CK S8 S7 HT H8 DA DT DK D9],S,2,1,2,1,0,4,1,0,[C7 SK],4,0.0000,[SJ CK S8 S7 HT H8 DA DT DK D9],,-,-,-,-,-,-,-
[HJ SQ S9 HA HT H7 DT D9 D8 D7],H,1,1,2,1,0,4,0,0,[C8 SA],11,0.0000,[HJ SQ S9 HA HT H7 DT D9 D8 D7],,-,-,-,-,-,-,-
[SJ CK C8 C7 HQ H9 DK DQ D9 D7],S,4,0,0,0,0,4,0,0,[S8 DA],11,0.0000,[SJ CK C8 C7 HQ H9 DK DQ D9 D7],,-,-,-,-,-,-,-
[HJ CA CQ SA SQ S8 HA HT HK HQ],H,3,2,1,1,0,4,0,0,[H7 DQ],3,0.0000,[HJ CA CQ SA SQ S8 HA HT HK HQ],,-,-,-,-,-,-,-
[CA C8 SK SQ S9 HA HQ DT D9 D8],-,2,1,1,0,0,3,0,0,[H9 DA],11,0.0000,[CA C8 SK SQ S9 HA HQ DT D9 D8],,-,-,-,-,-,-,-
[CQ C8 ST SQ S8 S7 HA DT DQ D9],-,2,1,2,0,0,4,0,0,[H8 DA],11,0.0000,[CQ C8 ST SQ S8 S7 HA DT DQ D9],,-,-,-,-,-,-,-
[SJ DJ CT CQ C9 SK SQ HT DA D9],SD,5,1,1,0,1,3,0,0,[S9 D8],0,0.0000,[SJ DJ CT CQ C9 SK SQ HT DA D9],,-,-,-,-,-,-,-
[CJ HJ DJ C8 SA HA HT H7 DA D9],CHD,4,3,1,1,0,3,0,0,[CQ DQ],6,0.9500,[CJ HJ DJ C8 SA HA HT H7 DA D9],,-,-,-,-,-,-,-
[HJ CA C9 S9 S8 HT HQ H9 H8 D9],H,3,0,1,0,0,4,0,0,[C7 D8],0,0.0000,[HJ CA C9 S9 S8 HT HQ H9 H8 D9],,-,-,-,-,-,-,-
[CJ DJ CA CK ST HT HK HQ H8 DT],CD,4,0,3,0,2,4,1,0,[C9 D7],0,0.0000,[CJ DJ CA CK ST HT HK HQ H8 DT],,-,-,-,-,-,-,-
[CJ HJ CQ C8 SK S9 S7 DA DK DQ],CH,4,1,0,0,0,3,0,0,[DJ S8],2,0.0500,[CJ HJ CQ C8 SK S9 S7 DA DK DQ],,-,-,-,-,-,-,-
[CJ SJ CK CQ C9 HT H7 DT DK D8],CS,5,0,2,0,0,3,1,0,[CT SQ],13,0.2000,[CJ SJ CK CQ C9 HT H7 DT DK D8],,-,-,-,-,-,-,-
[CJ SJ CQ C8 SA ST S7 HA H9 D9],CS,4,2,1,1,0,3,0,0,[S9 HK],4,0.2500,[CJ SJ CQ C8 SA ST S7 HA H9 D9],,-,-,-,-,-,-,-
[SJ CQ ST S8 HA HT DT DK D9 D7],S,2,1,3,1,0,4,1,0,[CA D8],11,0.0000,[SJ CQ ST S8 HA HT DT DK D9 D7],,-,-,-,-,-,-,-
[DJ CT CK S9 S7 HA H9 DA DQ D9],D,3,2,0,0,0,3,0,0,[C7 HK],4,0.0000,[DJ CT CK S9 S7 HA H9 DA DQ D9],,-,-,-,-,-,-,-
[SJ CA CT C9 HA HT DA DT DK D9],S,4,2,2,2,0,4,1,0,[SA SQ],14,0.4500,[SJ CA CT C9 HA HT DA DT DK D9],,-,-,-,-,-,-,-
[HJ C9 C7 S9 HA HK HQ H9 DT D9],H,3,1,1,0,0,4,0,0,[CK DQ],7,0.0000,[HJ C9 C7 S9 HA HK HQ H9 DT D9],,-,-,-,-,-,-,-
[CQ C9 SA ST S9 S8 HQ H9 H7 D9],-,2,1,1,1,0,4,0,0,[DJ DK],6,0.0000,[CQ C9 SA ST S9 S8 HQ H9 H7 D9],,-,-,-,-,-,-,-
[CA CK CQ SQ HA H8 H7 DT DK D9],-,3,1,1,0,0,3,1,0,[CT H9],10,0.0000,[CA CK CQ SQ HA H8 H7 DT DK D9],,-,-,-,-,-,-,-
[SJ CT C8 C7 SK S9 HK H9 DK DQ],S,4,0,0,0,0,3,0,0,[H8 D8],0,0.0000,[SJ CT C8 C7 SK S9 HK H9 DK DQ],,-,-,-,-,-,-,-
[HJ C7 SK S7 HA HQ H8 H7 D9 D8],H,2,1,0,0,0,4,0,0,[C8 HK],4,0.0000,[HJ C7 SK S7 HA HQ H8 H7 D9 D8],,-,-,-,-,-,-,-
[CA CT CK S7 HT HQ H9 DT D9 D8],-,3,0,2,0,0,3,0,0,[S9 H8],0,0.0000,[CA CT CK S7 HT HQ H9 DT D9 D8],,-,-,-,-,-,-,-
[DJ C9 C7 S8 S7 HA HK H7 D8 D7],D,3,1,0,0,0,3,0,0,[HQ DK],7,0.0000,[DJ C9 C7 S8 S7 HA HK H7 D8 D7],,-,-,-,-,-,-,-
[CJ HJ DJ CQ C9 SQ HA HT HK H7],CHD,5,1,1,1,0,4,1,0,[SJ ST],12,0.8000,[CJ HJ DJ CQ C9 SQ HA HT HK H7],,-,-,-,-,-,-,-
[HJ DJ CA CK SA ST HA H8 DK D8],HD,4,2,1,1,0,2,0,0,[DT D7],10,0.2000,[HJ DJ CA CK SA ST HA H8 DK D8],,-,-,-,-,-,-,-
[SJ HJ SK SQ HT H8 DA DQ D9 D8],SH,2,1,1,0,0,4,0,0,[CQ ST],13,0.0000,[SJ HJ SK SQ HT H8 DA DQ D9 D8],,-,-,-,-,-,-,-
[HJ DJ SA ST SK HK HQ H8 H7 D9],HD,2,1,1,1,0,4,0,0,[C9 DQ],3,0.0000,[HJ DJ SA ST SK HK HQ H8 H7 D9],,-,-,-,-,-,-,-
[SJ CK C8 C7 SQ S9 HT HQ H7 DK],S,4,0,1,0,0,3,0,0,[HJ C9],2,0.0000,[SJ CK C8 C7 SQ S9 HT HQ H7 DK],,-,-,-,-,-,-,-
[SJ HJ CT CQ SA S7 HT HQ DQ D8],SH,4,1,1,0,0,2,0,0,[CA SQ],14,0.0000,[SJ HJ CT CQ SA S7 HT HQ DQ D8],,-,-,-,-,-,-,-
[CJ HJ CA C8 ST SQ DA DK DQ D7],CH,4,1,1,0,0,4,0,0,[S9 D8],0,0.1000,[CJ HJ CA C8 ST SQ DA DK DQ D7],,-,-,-,-,-,-,-
[CJ DJ CT C9 SQ S7 HQ DA D9 D8],CD,4,1,0,0,0,3,0,0,[S8 DT],10,0.0000,[CJ DJ CT C9 SQ S7 HQ DA D9 D8],,-,-,-,-,-,-,-
[CA CK CQ C7 SK SQ S7 HK D9 D8],-,4,0,0,0,0,4,0,0,[HQ H8],3,0.0000,[CA CK CQ C7 SK SQ S7 HK D9 D8],,-,-,-,-,-,-,-
[CT CK C7 SK S7 HA H9 H8 DQ D9],-,3,1,0,0,0,3,0,0,[HJ SA],13,0.0000,[CT CK C7 SK S7 HA H9 H8 DQ D9],,-,-,-,-,-,-,-
[HJ DJ CA C7 ST SQ S8 S7 HQ H7],HD,4,0,1,0,0,4,0,0,[CQ H8],3,0.0000,[HJ DJ CA C7 ST SQ S8 S7 HQ H7],,-,-,-,-,-,-,-
[HJ DJ CT C9 SK S9 S8 DK DQ D8],HD,4,0,0,0,0,3,0,0,[SA HK],15,0.0000,[HJ DJ CT C9 SK S9 S8 DK DQ D8],,-,-,-,-,-,-,-
[HJ DJ C7 S7 HK HQ H8 DK D8 D7],HD,3,0,0,0,0,3,0,0,[CA ST],21,0.0000,[HJ DJ C7 S7 HK HQ H8 DK D8 D7],,-,-,-,-,-,-,-
[CA S9 S7 HT HK HQ H8 DK D9 D8],-,1,0,1,0,0,4,1,0,[SJ C9],2,0.0000,[CA S9 S7 HT HK HQ H8 DK D9 D8],,-,-,-,-,-,-,-
[SJ DJ C9 SA SQ S8 S7 H8 H7 DQ],SD,3,1,0,0,0,4,0,0,[C7 HQ],3,0.0000,[SJ DJ C9 SA SQ S8 S7 H8 H7 DQ],,-,-,-,-,-,-,-
[DJ CQ C7 S8 S7 HT HK HQ DK DQ],D,3,0,1,0,0,3,0,0,[H9 D9],0,0.0000,[DJ CQ C7 S8 S7 HT HK HQ DK DQ],,-,-,-,-,-,-,-
[DJ CA CT CQ C9 SK S9 HK DK D7],D,5,0,0,0,0,4,0,0,[ST D8],10,0.0000,[DJ CA CT CQ C9 SK S9 HK DK D7],,-,-,-,-,-,-,-
[CJ HJ SA HA HT HK DT DK DQ D8],CH,2,2,2,1,0,4,1,0,[CQ H7],3,0.0000,[CJ HJ SA HA HT HK DT DK DQ D8],,-,-,-,-,-,-,-
[DJ CK C9 SA S7 HT HK HQ DA D8],D,3,2,1,0,0,3,0,0,[SJ DK],6,0.0000,[DJ CK C9 SA S7 HT HK HQ DA D8],,-,-,-,-,-,-,-
[HJ CT CK C8 SA SK S9 S7 HT DK],H,4,1,1,0,1,4,0,0,[DJ DQ],5,0.0000,[HJ CT CK C8 SA SK S9 S7 HT DK],,-,-,-,-,-,-,-
[SJ CA CT C7 SQ S9 S8 H7 DQ D9],S,4,0,0,0,0,3,0,0,[SA ST],21,0.0000,[SJ CA CT C7 SQ S9 S8 H7 DQ D9],,-,-,-,-,-,-,-
[CJ SJ HJ C7 SA HK H8 DA DT D8],CSH,4,2,1,1,0,3,0,0,[C9 DK],4,0.7000,[CJ SJ HJ C7 SA HK H8 DA DT D8],,-,-,-,-,-,-,-
[HJ DJ CT C9 C8 SA HA HT H7 DK],HD,5,2,1,1,0,3,0,0,[CJ S9],2,0.4500,[HJ DJ CT C9 C8 SA HA HT H7 DK],,-,-,-,-,-,-,-
