Cards,JacksMask,Aces,Tens,AttachedTens,TenKingSmall,SkatFulls,WinProb
[SJ ST S8 HA HT H8 DA DT DQ D9],S,2,3,2,0,0,0.0100
[DJ CT CQ C9 ST H8 DT DK D9 D8],D,1,2,1,1,1,0.0000
[SJ DJ CA C8 ST S7 H9 DK DQ D9],SD,1,1,1,0,1,0.1700
[DJ CT CQ ST S8 HQ H7 DT D8 D7],D,1,2,1,0,1,0.0000
[SJ CK SA SQ S8 S7 HA DA DK D7],S,3,1,1,1,0,0.0200
[DJ CK C9 C8 SK S8 HA HQ DQ D8],D,1,0,0,0,0,0.0000
[SJ CK C9 SA SK S9 S8 HT HK H7],S,1,2,0,1,0,0.0000
[CK CQ C8 C7 SA ST SK HA H8 D7],-,3,1,1,0,0,0.0500
[HJ DJ CA C7 SA HA HT H9 H7 DQ],HD,3,1,1,0,0,1.0000
[HJ CQ C9 C8 SA HQ H9 H7 DT DK],H,1,2,1,0,0,0.0000
[CK C9 C8 C7 SA SQ S7 H8 DA D9],-,2,1,1,0,1,0.0000
[DJ CQ C8 ST S9 S8 S7 HT HQ DA],D,1,2,0,0,0,0.0000
[SJ DJ CA CK CQ ST SQ S8 H9 DA],SD,2,2,1,0,0,0.4400
[CA CT C7 S7 HQ H9 H8 H7 DT DK],-,0,2,0,0,2,0.0000
[CK C8 C7 SA SQ S9 S8 HK H9 DQ],-,1,0,0,0,0,0.0000
[CJ CA CK C9 C7 SQ S8 HK H8 DQ],C,2,0,0,0,0,0.2700
[SJ CA CQ C9 ST H8 H7 DT DQ D7],S,0,2,0,0,1,0.0000
[CJ CA CK C7 SQ S9 S8 HT H9 D7],C,1,1,0,0,0,0.0000
[HJ C8 ST HQ H9 H8 DA DT DK D8],H,1,2,1,1,0,0.0800
[SJ HJ CA CT C7 SQ S9 S8 HT H9],SH,2,2,1,0,0,0.8500
[HJ C8 SA SK S9 S7 HT HK H8 D9],H,1,1,0,1,0,0.0000
[CJ C8 C7 S9 S7 HT HQ DA D9 D8],C,1,1,0,0,0,0.0000
[HJ CA C7 SA S8 S7 HA HK DK D7],H,3,1,1,0,0,0.0200
[SJ HJ CQ C8 HA HK H8 H7 DK D9],SH,2,1,1,1,0,0.5400
[CT CK C7 SA S7 HA HT H9 DA DT],-,3,4,3,0,0,0.9400
[DJ CK C9 C7 SQ S9 S7 DA DK D7],D,1,0,0,0,0,0.0000
[CJ CQ C8 SQ S9 H9 H8 DT DQ D9],C,0,2,0,0,0,0.0000
[SJ C9 C7 SQ S9 S8 HT DA D9 D8],S,3,1,1,0,0,0.0700
[HJ CT CQ C7 SA SQ HT DT DK DQ],H,1,3,1,0,1,0.0000
[SJ CA CK C9 C7 S8 S7 HT HK DQ],S,2,1,0,0,0,0.0000
[DJ CT SQ S8 H9 H8 H7 DA DT D7],D,1,2,1,0,1,0.0000
[HJ DJ CQ S9 S8 H9 H8 H7 DK D9],HD,0,0,0,0,0,0.0000
[DJ C9 C7 SQ S7 HT HQ H8 H7 DA],D,1,2,1,0,0,0.0000
[DJ CT C9 C7 SQ HK HQ H8 DQ D8],D,0,1,0,0,0,0.0000
[SJ CK CQ ST SQ H8 DA DK D8 D7],S,1,1,0,0,0,0.0000
[DJ CK C9 C8 SA ST SK H8 DA DT],D,2,2,2,0,0,0.7100
[SJ CQ C8 C7 SK SQ H8 H7 DK D8],S,0,0,0,0,0,0.0000
[DJ CK C9 SA ST SK S9 S8 HT D8],D,1,3,1,1,0,0.0000
[CA CQ C9 S8 S7 HT HK H8 DA DK],-,1,2,0,1,1,0.0000
[CT C9 C7 S8 HA HK HQ H9 DT D9],-,1,1,0,0,1,0.0000
[DJ CA C9 C8 ST SQ S7 HQ H9 DA],D,2,2,1,0,0,0.0100
[CK CQ SK SQ S8 S7 H9 DT DK DQ],-,0,1,0,0,1,0.0000
[CJ CT CK CQ C7 S8 HA H9 D8 D7],C,1,0,0,0,1,0.0000
[CT C9 C8 S7 HK H9 DA DT DK DQ],-,1,1,1,0,1,0.0000
[CJ HJ ST S8 HA H9 H7 DT DK D8],CH,2,2,1,1,0,0.4700
[C9 C8 C7 SA SK S8 S7 HK DQ D9],-,1,0,0,0,0,0.0000
[SJ HJ C9 C8 S7 HK DA DT D9 D7],SH,1,1,1,0,0,0.0800
[CJ SJ HJ CT C9 C8 ST HT DA D9],CSH,1,1,0,0,2,0.2300
[CJ DJ CT C9 SA SK HQ H8 DQ D9],CD,1,1,0,1,0,0.0000
[CT CK CQ C8 SA S9 S8 HA HT D7],-,2,1,1,0,1,0.0000
[CJ CA C9 C7 S8 S7 HT H8 DK D9],C,1,1,0,0,0,0.0000
[CJ CQ C7 SA S9 HQ H7 DT DQ D8],C,1,1,0,0,0,0.0000
[SJ HJ DJ CK CQ ST SK SQ DK DQ],SHD,0,1,0,0,0,0.4500
[DJ CA CT C8 SK S8 HA H8 H7 DT],D,2,3,1,1,0,0.0100
[SJ CQ C9 C7 SK S8 H9 H8 DT D7],S,1,1,1,0,0,0.0000
[HJ DJ CA CT SA SK SQ S9 HA DA],HD,4,1,1,0,0,0.9300
[DJ CK CQ ST SQ S7 HA HK DT DK],D,1,2,0,0,0,0.0000
[DJ CT C8 S8 HA HQ H8 DQ D9 D7],D,2,0,0,0,1,0.0000
[DJ C9 C8 SA SQ S7 HT H9 DK D9],D,1,1,0,0,0,0.0000
[HJ CA C9 C8 ST S8 HA D9 D8 D7],H,1,1,0,0,1,0.0000
[HJ CT CK C7 SK S8 S7 HT H7 DK],H,0,1,0,0,1,0.0000
[SJ DJ CT CK C9 ST SK S7 HT HK],SD,0,3,0,2,0,0.0000
[CJ DJ CT CQ C8 HT HQ H7 DA DT],CD,1,2,1,0,1,0.1300
[CJ SJ HJ CT CK S8 S7 DA DK D9],CSH,1,1,0,1,0,0.9500
[CJ DJ CA ST SQ S8 H8 H7 DA DQ],CD,2,1,0,0,0,0.3900
[CJ HJ SA ST SK S9 S8 DK D9 D7],CH,1,2,1,2,1,1.0000
[DJ CT SA SK S8 S7 HQ DT DK D8],D,2,1,1,1,1,0.0000
[DJ CT CK CQ C7 HK H8 DT DK D9],D,0,1,0,1,1,0.0000
[SJ HJ CK SA S9 HQ H9 H8 DQ D9],SH,1,1,0,0,0,0.0000
[CK C7 SK HK HQ H9 H7 DA DT D7],-,1,1,1,1,0,0.0000
[CJ SJ CQ SA SK S9 S7 HA H8 D8],CS,2,0,0,0,0,0.2300
[HJ CA CQ S9 HA H8 DT D9 D8 D7],H,3,1,0,0,0,0.0000
[SJ CA C9 SA SK S8 HA HT H8 DK],S,3,1,1,0,0,0.7200
[HJ DJ CA CK SA SQ S7 H9 DT D8],HD,2,1,0,0,0,0.0000
[HJ CK SA SQ S9 S8 HT HQ H8 DA],H,2,1,0,0,0,0.2100
[SJ CA CK C7 SA HA HT HQ DT DQ],S,3,2,1,0,0,0.2200
[CA CQ C7 SK HT HQ H7 DA D8 D7],-,2,1,0,0,0,0.0000
[SJ CA C7 S9 S7 HA HT HQ H9 H8],S,1,1,1,0,1,0.0000
[CJ HJ DJ CA CK C7 SK H7 D9 D7],CHD,1,0,0,0,0,0.2000
[CK C9 C7 SQ S7 HA HK H9 D9 D8],-,1,0,0,0,1,0.0000
[DJ CT CK C7 SK S7 HT DT DQ D8],D,0,2,0,0,1,0.0000
[SJ DJ CT CQ C9 C8 S8 HA HQ D7],SD,1,2,0,0,0,0.0000
[CJ CA CK CQ SK S9 S7 HA H8 D8],C,1,1,0,1,1,0.0000
[DJ CK CQ SA ST S8 HA HK H9 DQ],D,2,1,1,0,0,0.0000
[CA ST SK S8 HA HK HQ DA D8 D7],-,3,0,0,0,1,0.0000
[HJ CK SQ S9 HQ H9 H8 H7 DA DT],H,1,1,1,0,0,0.0000
[CJ DJ CK C7 S7 HK HQ H7 DA DQ],CD,1,0,0,0,0,0.0000
[DJ ST SK S8 S7 HA HK H9 H7 DA],D,2,0,0,0,1,0.0000
[CJ SJ CA CT CQ C9 C8 S8 HK DT],CS,1,1,1,0,1,0.7500
[CA CT CK SA S9 S7 HA H7 DK DQ],-,3,1,1,0,0,0.0600
[DJ C8 SA SK S9 HK HQ DA D8 D7],D,2,0,0,0,0,0.2300
[CJ CK C9 SQ S9 S8 H7 DA DT D9],C,1,1,1,0,0,0.0000
[CJ SJ CQ C8 SA HK HQ H9 DA D8],CS,2,0,0,0,0,0.0300
[CJ DJ CA C9 C7 S8 S7 DA DQ D8],CD,3,1,1,0,0,0.9900
[DJ C9 C8 SK SQ S9 DA DK D8 D7],D,2,0,0,0,0,0.0000
[HJ CK S8 HT HK HQ H7 DT DK DQ],H,0,2,0,1,0,0.0000
[CJ HJ DJ C9 C8 C7 SA ST SQ HQ],CHD,1,2,1,0,0,0.9700
[CJ HJ CT CQ SQ S9 S8 DA D8 D7],CH,1,2,0,0,0,0.0700
[CJ HJ ST SK S9 S7 HT H9 H8 DA],CH,1,2,0,1,0,0.0100
[SJ DJ CT C9 SK S8 S7 HQ H9 DT],SD,0,2,0,0,0,0.0000
[CJ DJ CQ SK SQ S7 H9 H7 DA DQ],CD,1,1,1,0,0,0.3800
[CJ DJ C9 C7 ST SQ HQ H8 DA D9],CD,1,2,0,0,0,0.0000
[CJ SJ DJ CA CT HA HK H7 DT D9],CSD,2,2,1,0,0,1.0000
[CJ DJ CA CK C7 SA SK S9 DA D8],CD,3,1,1,1,0,1.0000
[CJ CA C7 SA SK S9 HK HQ DK DQ],C,1,0,0,0,1,0.0000
[CA CK CQ C9 SK HK HQ H7 D9 D7],-,0,1,0,1,1,0.0000
[CK SA SK S9 S8 HT HQ H9 DK DQ],-,1,1,0,0,0,0.0000
[CA CQ SA ST HT HK HQ DT D8 D7],-,1,3,1,2,1,0.0000
[CJ CK ST SQ S9 S7 HA H7 D8 D7],C,1,1,0,0,0,0.0100
[CJ C9 C8 C7 SK S8 HA H9 H8 DA],C,2,0,0,0,0,0.0000
[SJ DJ C7 SK HT HK HQ DT D9 D7],SD,1,2,0,0,0,0.0000
[SJ DJ CA CT CK SK SQ S8 HK DT],SD,2,2,2,0,0,0.4600
[SJ HJ CK CQ C7 HQ DA DT DK D8],SH,2,1,1,1,1,0.0200
[SJ HJ DJ CQ C9 SQ HK H8 DA DK],SHD,1,0,0,0,0,0.0000
[SJ DJ CQ C9 SK S7 HA H9 H7 D7],SD,1,0,0,0,0,0.0000
[CJ SJ HJ CK C7 SQ S8 H7 DT DK],CSH,1,2,1,0,0,0.3600
[CJ CT C9 HA HQ DA DT DQ D8 D7],C,2,1,1,0,1,0.0000
[CJ CA CQ C8 C7 HK H9 D9 D8 D7],C,0,0,0,0,1,0.0000
[CJ SJ CQ C9 S9 S8 HK H7 DT D7],CS,1,1,1,0,0,0.0100
[SJ HJ CA CQ C9 HA H8 D9 D8 D7],SH,2,1,1,0,0,0.2000
[CJ SJ CA CQ SA S8 HQ H9 DT D9],CS,2,1,0,0,0,0.0000
[CA CK C7 SA ST S8 H9 H7 DA DQ],-,2,1,1,1,1,0.0000
[CJ SJ HJ CA C8 C7 S8 S7 HK DK],CSH,1,0,0,0,0,0.0800
[HJ CK CQ ST SK S8 H9 H8 H7 D9],H,0,1,0,1,0,0.0000
[CJ SJ DJ CK C9 C7 SA S8 H9 D9],CSD,1,0,0,0,0,0.3700
[SJ CA C7 S7 HA H7 DT DK DQ D8],S,2,1,0,1,0,0.4300
[CJ CQ C9 ST S9 HT H7 DA DQ D8],C,2,2,1,0,0,0.0100
[SA ST SK S9 S7 HT HK DT D8 D7],-,1,3,1,1,1,0.0000
[C7 SA SK SQ HK HQ H9 DK D9 D7],-,1,0,0,0,0,0.0000
[CJ HJ DJ CK C9 SK SQ S7 H8 DK],CHD,0,1,0,1,0,0.0000
[CJ SJ HJ CK S8 HA HK HQ DT D9],CSH,2,1,0,0,0,0.6400
[DJ CT C8 ST SK SQ HT H9 DT D8],D,0,4,0,0,1,0.0000
[CQ C8 SA ST SQ S8 HA HK DA D7],-,3,1,1,1,0,0.0000
[CJ SJ DJ CA C9 SA ST SQ DA DK],CSD,3,1,1,0,0,1.0000
[CJ CQ C9 C8 SK S9 HA HT DQ D7],C,1,2,1,1,0,0.0000
[CA CT CK ST SK HA HT HK H8 DQ],-,1,3,1,2,2,0.0000
[CJ HJ CT CQ ST HQ H7 DK D8 D7],CH,0,3,0,1,0,0.0000
[SJ DJ CT C9 SA ST S8 HT DK DQ],SD,1,3,1,0,0,0.0000
[CJ HJ CT SQ S7 HK DA DQ D9 D8],CH,1,2,0,0,0,0.0000
[HJ C7 SA S9 S8 S7 H7 DT DK D8],H,1,1,0,1,0,0.0000
[HJ CA C9 S8 S7 HT HQ H7 DA DK],H,1,1,0,1,1,0.0000
[DJ CA CT C8 HA HT HQ H7 D9 D8],D,1,3,1,0,1,0.0000
[CJ HJ CA SA SK HQ DA DT DQ D8],CH,3,1,1,0,0,1.0000
[CJ DJ C9 ST S9 HA HT DT DK D8],CD,2,2,1,1,1,0.5800
[CQ C9 C8 C7 SA SK HK DA DT D8],-,2,2,2,0,0,0.0000
[DJ C7 SQ HK HQ H8 DK DQ D9 D7],D,1,0,0,0,0,0.0100
[HJ C8 SK SQ HA HQ H9 H8 DA DK],H,3,0,0,0,0,0.0100
[CJ HJ DJ CT ST S8 S7 HQ DK D9],CHD,1,1,0,0,1,0.0100
[CJ HJ CK C7 S8 S7 H9 DA DQ D8],CH,3,0,0,0,0,0.6300
[HJ DJ CA CT S9 HT H8 DT DK D8],HD,3,3,2,1,0,1.0000
[SJ DJ CT CK SA SK S8 S7 H8 DT],SD,2,1,1,0,1,0.9500
[CJ SJ C7 ST S9 HA DK DQ D9 D8],CS,2,1,1,0,1,0.4200
[SJ HJ DJ CT CQ C8 SA H9 H7 DT],SHD,2,1,0,0,1,0.3000
[CA CT SA ST S8 S7 HQ H7 DA D8],-,2,3,1,0,1,0.0500
[SJ CK SA S9 S7 HT H9 H8 D9 D8],S,1,1,0,0,0,0.0000
[DJ CQ C8 SA ST S7 H7 DA DT DK],D,2,2,2,0,0,0.0000
[HJ CT CK C8 SK HT H7 DK DQ D8],H,0,3,0,2,0,0.0000
[SJ CK CQ C8 SA ST SQ HA DQ D9],S,4,1,1,0,0,0.5400
[SJ DJ CQ S7 HT H9 H8 DT D9 D7],SD,0,2,0,0,0,0.0000
[CJ HJ CA ST S9 S8 S7 H7 DT D8],CH,3,2,1,0,0,0.8800
[CJ SJ DJ CT CK C8 HA HQ DT D7],CSD,1,2,0,1,0,0.7000
[SJ C9 S8 HQ H8 H7 DA DK D8 D7],S,1,1,0,0,0,0.0000
[CQ C8 SA SK S8 HK H8 H7 DT D8],-,2,2,2,1,0,0.0000
[HJ CA CQ ST SK HK H9 DK D8 D7],H,0,1,0,1,1,0.0000
[CJ SJ HJ CK S9 HK DA DT DK D8],CSH,1,2,1,1,0,1.0000
[SJ HJ DJ C9 SA S9 S7 HT DA DQ],SHD,2,1,0,0,0,0.2800
[CJ DJ ST SQ S9 S7 HA H7 DQ D7],CD,1,2,0,0,0,0.0000
[CJ SJ C7 SA S8 HT H9 H7 DA DK],CS,2,1,0,0,0,0.5800
[CA C8 SQ S8 HQ H9 DA DK DQ D7],-,1,0,0,0,2,0.0000
[CJ CQ C9 SA S9 S7 DA DT DK DQ],C,2,1,1,0,0,0.0000
[CJ SJ CA CK CQ C8 ST S9 HQ H8],CS,2,0,0,0,1,0.2000
[CJ HJ CT SA SK HT HQ H9 H7 D8],CH,1,2,0,0,1,0.0000
[SJ CT CQ C9 C7 SA SQ HT H8 DK],S,1,2,0,0,1,0.0000
[CJ SJ DJ CT C9 C8 HK D9 D8 D7],CSD,0,1,0,0,0,0.0000
[CJ SJ HJ DJ CQ C8 S8 S7 DT DQ],CSHD,1,1,0,0,0,0.7000
[SJ CA CK SK S8 S7 HT H8 DQ D7],S,2,1,1,0,0,0.1000
[CJ HJ CT SK S7 DA DT DQ D9 D8],CH,1,1,1,0,1,0.4500
[SJ DJ CA S8 HT HK HQ H8 H7 D8],SD,1,1,0,1,0,0.0000
[CJ DJ CK C9 SA HA HT H8 D9 D7],CD,3,1,1,0,0,1.0000
[CJ CQ C7 S8 HT HQ H9 H7 DK D7],C,1,1,0,0,0,0.0000
[C7 ST SK SQ S8 S7 HT H9 H8 DA],-,1,1,0,0,1,0.0000
[CJ CT C9 SA SK SQ S7 H9 DK D7],C,1,1,0,0,0,0.0500
[C8 SQ S7 HA HT HK HQ H8 DK DQ],-,1,1,1,1,0,0.0000
[HJ DJ CA CT C7 ST SK S9 HQ DT],HD,1,3,1,1,0,0.0000
[CA ST SK SQ H7 DA DT DQ D8 D7],-,1,2,1,0,1,0.0000
[SJ CT C9 SA S8 HQ DA DK D9 D8],S,2,1,0,0,1,0.0000
[CJ CQ C8 SK S9 S8 HA H8 H7 DQ],C,1,0,0,0,0,0.0000
[CJ SJ HJ CA C9 S9 HA HK HQ H9],CSH,2,0,0,0,0,1.0000
[CJ HJ DJ CT CK SK SQ S9 HQ D8],CHD,1,2,0,1,0,1.0000
[HJ CA CT HK HQ H9 DK DQ D8 D7],H,0,1,0,0,1,0.0000
[CK C9 SA SQ S9 S7 H9 H8 D8 D7],-,1,0,0,0,0,0.0000
[SJ CQ ST S7 H9 H8 DT DQ D9 D7],S,1,2,1,0,0,0.0000
[CT CK CQ C8 C7 SK SQ S9 H9 DQ],-,0,0,0,0,1,0.0000
[CJ SK SQ S7 HK H7 DQ D9 D8 D7],C,0,0,0,0,1,0.0000
[S9 S8 S7 HT HQ H8 DA DQ D9 D8],-,1,1,0,0,0,0.0000
[DJ CK CQ C7 ST S8 H7 DA DT DK],D,1,2,1,1,0,0.0000
[SJ CA CT S8 S7 HK H9 H8 DT DK],S,1,2,1,0,0,0.0000
[DJ CK C9 C8 SQ S9 S7 HA DK DQ],D,1,0,0,0,0,0.0000
[DJ CA CK HA HT HQ H7 DT DQ D9],D,3,2,2,0,0,0.1000
[CJ CK SA SQ S7 HT H9 H8 DT D7],C,1,2,0,0,0,0.0000
[HJ CT S9 S8 HA HK HQ DT DQ D8],H,1,1,0,0,1,0.0000
[CJ HJ CK C8 S9 HT HK H9 H8 DK],CH,0,1,0,1,0,0.0000
[CA CK C7 S7 HK HQ DK DQ D9 D7],-,0,0,0,0,1,0.0000
[SJ HJ CT C7 SK SQ HK HQ DK DQ],SH,0,1,0,0,0,0.0000
[CK CQ C7 SA SK HQ DT DK DQ D8],-,1,1,0,1,0,0.0000
[DJ CA CT SQ S8 HQ H8 DK D9 D7],D,0,1,0,0,1,0.0000
[SJ C9 C7 ST S9 S8 HA H9 D9 D8],S,1,1,0,0,0,0.0000
[CJ SJ CT ST SK S7 HT H9 DK D7],CS,0,3,0,1,0,0.0000
[CJ CQ C7 SA S7 HA HQ DA DK D8],C,3,1,0,0,0,0.0900
[SJ HJ CA ST S9 HA DT D9 D8 D7],SH,3,3,2,0,0,1.0000
[CJ HJ CQ C9 C7 SA ST H7 DQ D8],CH,1,1,1,0,0,0.0000
[CJ HJ DJ HA HT H8 DA DQ D9 D8],CHD,2,1,1,0,0,1.0000
[HJ CK C9 C8 ST SK SQ HA H8 DT],H,1,2,0,0,0,0.0000
[CJ SJ DJ C9 C8 S9 HT HQ H9 D9],CSD,0,1,0,0,0,0.0200
[HJ C9 C8 C7 SQ S9 S8 S7 D8 D7],H,0,0,0,0,0,0.0000
[CT CQ C8 S9 S8 S7 HK H7 DA D8],-,1,1,0,0,1,0.0000
[CJ CA CT CQ SA SQ S8 H8 DA D7],C,4,1,1,0,0,0.9500
[HJ DJ CK C9 ST SQ HA HQ H7 D7],HD,1,2,1,0,0,0.0000
[CJ HJ ST SQ S9 S7 H7 DT DQ D7],CH,1,2,0,0,0,0.0800
[DJ SK S9 S8 S7 H9 DT DK D9 D7],D,0,2,0,2,0,0.0000
[DJ CA CQ C7 S7 HQ H9 H8 H7 DK],D,0,1,0,0,1,0.0000
[CJ C9 C8 S7 HT H9 H7 DT DK D8],C,0,3,0,1,0,0.0000
[HJ DJ CQ SA S9 HK H9 DA DK D7],HD,2,0,0,0,0,0.0600
[SJ DJ CK SK S9 HK H8 H7 D8 D7],SD,1,0,0,0,0,0.0000
[HJ CA C9 C7 SQ S9 HT HQ DK D8],H,0,1,0,0,1,0.0000
[HJ CT C7 SK SQ HT HK HQ DA DK],H,1,1,0,1,1,0.0000
[HJ CT CQ C7 SA HT H7 DA D9 D7],H,2,3,1,0,0,0.1300
[CT CK C7 ST SQ S9 HK H8 DK D9],-,1,1,0,0,1,0.0000
[CJ CA C8 SQ S9 S8 S7 H9 DQ D8],C,1,0,0,0,1,0.0000
[DJ CA CK C8 C7 HA H9 H7 DA D8],D,3,0,0,0,0,0.5600
[CK CQ C9 C8 SA S9 S8 HT HK DQ],-,2,1,1,0,1,0.0000
[CA C9 C8 C7 ST SQ S8 S7 DA D9],-,1,1,0,0,1,0.0000
[CA CQ C7 SQ S9 HA H9 H7 DQ D7],-,1,0,0,0,2,0.0000
[CJ HJ CK S7 HA HK HQ H8 DT D8],CH,1,1,0,0,0,0.3600
[CJ SJ CA CT C9 C8 S8 HT HK DA],CS,2,1,1,1,1,1.0000
[CJ HJ CQ C9 C8 ST SK SQ H9 D8],CH,1,1,1,1,0,0.5000
[DJ CT C9 ST S8 S7 DT DK D9 D8],D,0,3,0,2,0,0.0000
[CK C9 C8 C7 S7 HA HT H9 H8 D7],-,1,1,1,0,0,0.0000
[CJ DJ CT SQ HT HK H9 DQ D8 D7],CD,0,1,0,1,1,0.3000
[CJ HJ C8 SK S8 S7 H9 H7 DQ D8],CH,0,0,0,0,0,0.0000
[SJ HJ CT CK CQ SK HQ H9 D9 D7],SH,1,1,0,0,0,0.2500
[CJ CT CK CQ ST SQ HK DT DK D7],C,0,2,0,1,1,0.0000
[CJ HJ CK SQ S9 S8 HA H7 DK DQ],CH,2,0,0,0,0,0.0000
[CJ SJ C8 C7 SK SQ S7 HQ DA D9],CS,1,1,1,0,0,0.4200
[CT CK C8 ST SK S7 H7 DA D8 D7],-,1,1,0,1,2,0.0000
[SJ C8 ST SK S7 H8 DT DQ D9 D7],S,0,2,0,1,0,0.0000
[HJ DJ CA CK CQ SA ST S9 S8 H8],HD,2,1,1,0,1,0.9800
[SJ CA C7 ST SK S7 HA HK D9 D7],S,2,1,0,1,0,0.0500
[CJ SJ CT SK SQ S8 HK H8 DA DQ],CS,1,2,1,1,1,0.2900
[DJ SQ S9 S7 HK HQ H8 DA DK D7],D,1,1,1,1,1,0.0000
[SJ HJ CK C8 HK H9 H7 DT D9 D7],SH,0,2,0,0,0,0.0000
[CJ HJ DJ CT C7 SA HQ H9 H7 D8],CHD,1,1,0,0,0,0.0000
[SJ C9 C7 ST SK S7 DT DK D9 D8],S,0,2,0,2,0,0.0000
[CJ CQ C9 C7 SA HA HT HQ H8 H7],C,2,2,2,0,0,0.0000
[DJ CK C7 SA S7 HA HK H8 H7 D7],D,2,0,0,0,0,0.2000
[CJ CT CK C7 S8 HQ H8 DK D9 D8],C,1,0,0,0,1,0.0000
[SJ CA C7 SK SQ S8 H8 DT D9 D7],S,0,2,0,1,1,0.0000
[CT ST SK S8 HA HT HQ DQ D8 D7],-,1,2,1,1,1,0.0000
[CJ SJ CT CK C9 SK S7 HT H8 D7],CS,0,2,0,1,0,0.0000
[HJ DJ CT S9 S7 H9 H7 DQ D8 D7],HD,0,1,0,0,0,0.0000
[CQ C8 SQ S8 S7 HA HK H8 H7 DT],-,1,1,0,0,0,0.0000
[DJ CT CK SK SQ HT H9 H8 DT D7],D,0,2,0,0,1,0.0000
[HJ DJ CA CQ SA S8 H9 H7 D8 D7],HD,2,1,0,0,0,0.0000
[HJ C7 SK S8 S7 HA HQ H8 H7 D9],H,1,1,0,1,1,0.0000
[CJ CA ST S9 S8 S7 HK H9 DT DK],C,1,2,0,0,0,0.0800
[CT CK C9 ST SK SQ S9 S8 S7 DK],-,0,2,0,2,1,0.0000
[SJ HJ DJ CT C9 SK S7 HA H9 D9],SHD,1,2,0,1,0,0.5600
[CJ CT C9 C8 SQ S9 S8 HA H7 DQ],C,1,0,0,0,1,0.0000
[SJ CK C9 S8 S7 HK H8 DA DT D7],S,1,1,1,0,0,0.0000
[CJ HJ DJ CT C9 SA ST SK HA H8],CHD,2,2,1,0,0,0.9800
[SJ CT SA ST HA H8 H7 DT DQ D9],S,2,2,1,0,1,0.5400
[CJ SJ C9 SK S7 HK DK DQ D8 D7],CS,0,0,0,0,0,0.0000
[DJ CT ST S9 HT HK HQ H7 DA DT],D,1,3,1,1,1,0.0000
[CJ HJ CA CK C8 HA H7 DA DK DQ],CH,3,1,1,1,0,1.0000
[SJ DJ CA C8 SK S9 HQ DK D9 D8],SD,1,0,0,0,0,0.0000
[SJ HJ CA C7 SQ HT H9 H7 DT D7],SH,1,2,0,1,0,0.0000
[HJ CA CT C9 SA SQ HQ H7 DT D7],H,2,2,1,0,0,0.0500
[SJ CT CK ST S7 H7 DT D9 D8 D7],S,0,3,0,0,1,0.0000
[SJ DJ ST SK S9 S8 HK H7 DK D9],SD,0,1,0,1,0,0.0000
[CA CT C9 SK HA HK H8 H7 DT D9],-,1,1,0,0,2,0.0000
[HJ CQ C9 C8 C7 HQ H9 H7 D8 D7],H,0,1,0,0,0,0.0000
[CJ HJ C8 C7 SQ HT H8 D9 D8 D7],CH,0,1,0,0,0,0.0000
[CJ HJ DJ C9 ST SQ S9 DK D9 D7],CHD,0,1,0,0,0,0.4500
[DJ C9 C7 ST SQ S8 HA HK D8 D7],D,1,1,0,0,0,0.0000
[DJ CK C9 C7 SQ HA HQ D9 D8 D7],D,1,0,0,0,0,0.0000
[CJ HJ DJ C8 SA SQ S7 H8 H7 D7],CHD,1,0,0,0,0,0.0000
[DJ CT CK S9 HA H9 DT DQ D9 D8],D,1,1,0,0,1,0.0000
[HJ DJ CT CK SA S9 HQ H9 DK D7],HD,1,1,0,1,0,0.1600
[SJ CK CQ C7 HT HQ DA DK DQ D7],S,1,2,1,1,0,0.0000
[CT CQ SK S9 S7 HA DA DK D9 D8],-,3,1,0,0,0,0.0500
[CT C9 C8 SQ S7 HT DA DT DQ D7],-,1,2,1,0,1,0.0000
[CJ SJ HJ S9 S7 HQ H9 H8 H7 DQ],CSH,0,0,0,0,0,0.2600
[SJ CQ C8 C7 S9 S7 HA H7 DK DQ],S,1,0,0,0,0,0.0000
[HJ CT SA S9 HA HK H9 H7 DK D7],H,2,0,0,0,1,0.0000
[SJ CT CK C9 SA SQ HA DA DT D7],S,3,2,1,0,1,1.0000
[CJ HJ CA CT SA S9 S7 HA HT H9],CH,2,2,1,0,1,0.9500
[CJ SA SK S8 S7 HT H8 DA DT DQ],C,2,2,1,0,0,0.0300
[HJ ST S9 S7 HT HK H7 DA DK D7],H,2,2,1,0,0,0.4900
[CJ CK C8 SA ST SK HK H7 DK DQ],C,2,1,1,0,0,0.0000
[CJ SJ HJ CA CK SQ S9 S8 D9 D7],CSH,1,1,0,0,0,0.0000
[HJ DJ CA CQ C8 C7 SQ S8 DA D7],HD,2,1,1,0,0,0.5700
[CJ CT C9 C8 C7 SA S9 HA DT DK],C,2,2,1,0,1,0.0100
[CJ CA CT C9 ST SK S7 HT HQ H9],C,2,3,1,1,0,0.0200
[CJ CA C8 SK S7 HQ DA DT D8 D7],C,1,1,1,0,1,0.0000
[CJ CT CQ C7 SQ HA HT DT D9 D7],C,1,2,1,0,1,0.0000
[HJ DJ S9 HA HQ H8 H7 DT DK DQ],HD,2,1,0,0,0,0.0900
[CJ SJ CT C9 C8 ST HA HT H8 D9],CS,1,3,1,0,0,0.0000
[CT CK CQ C9 HA HQ H7 DT DK D9],-,1,2,1,1,1,0.0000
[SJ HJ CQ C8 C7 HT HK DT DK DQ],SH,0,2,0,1,0,0.0000
